"level","table","title","description","updated","dimensions"
"px-x-1304030000_211","px-x-1304030000_211.px","MUBE: Von den Mutter- und Elternschaftsbeihilfe unterstützte Personen nach Kanton, Geschlecht, Zivilstand, Erwerbssituation, Personengruppe und Staatsangehörigkeit (Kategorie)","MUBE: Von den Mutter- und Elternschaftsbeihilfe unterstützte Personen nach Kanton, Geschlecht, Zivilstand, Erwerbssituation, Personengruppe, Staatsangehörigkeit (Kategorie) und Jahr","2022-12-20T08:30:16","Kanton,Geschlecht,Zivilstand,Erwerbssituation,Personengruppe,Staatsangehörigkeit (Kategorie),Jahr"
"px-x-1303030000_101","px-x-1303030000_101.px","Überblick über den Stand der Vorsorgeeinrichtungen (VE): Bilanzsumme, aktive Versicherte, Bezüger und Leistungen","Überblick über den Stand der Vorsorgeeinrichtungen (VE) nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:18","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1303030000_123","px-x-1303030000_123.px","Schlussbilanz - Passiven","Schlussbilanz - Passiven nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:20","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1304030000_212","px-x-1304030000_212.px","MUBE: Dossiers der Mutter- und Elternschaftsbeihilfen nach Kanton und Struktur der Unterstützungseinheit","MUBE: Dossiers der Mutter- und Elternschaftsbeihilfen nach Kanton, Struktur der Unterstützungseinheit und Jahr","2022-12-20T08:30:22","Kanton,Struktur der Unterstützungseinheit,Jahr"
"px-x-1304030000_305","px-x-1304030000_305.px","SH-AsylStat: Sozialhilfebeziehende im Asylbereich nach Kanton, Aufenthaltsstatus, Geschlecht und Altersklasse","SH-AsylStat: Sozialhilfebeziehende im Asylbereich nach Kanton, Aufenthaltsstatus, Geschlecht, Altersklasse und Jahr","2022-12-20T08:30:22","Kanton,Aufenthaltsstatus,Geschlecht,Altersklasse,Jahr"
"px-x-1303030000_132","px-x-1303030000_132.px","Betriebsrechnung - Abfluss für Leistungen und Vorbezüge","Betriebsrechnung - Abfluss für Leistungen und Vorbezüge nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:24","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1303030000_121","px-x-1303030000_121.px","Schlussbilanz - Aktiven: Direkte / kollektive Anlagen und Aktiven aus Versicherungsverträgen","Schlussbilanz - Aktiven: Direkte / kollektive Anlagen und Aktiven aus Versicherungsverträgen nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:24","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1304030000_134","px-x-1304030000_134.px","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton, Aufenthaltsstatus und Altersklasse","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton, Aufenthaltsstatus, Altersklasse und Jahr","2022-12-20T08:30:26","Kanton,Aufenthaltsstatus,Altersklasse,Jahr"
"px-x-1304030000_121","px-x-1304030000_121.px","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton, Geschlecht, Altersklasse, Zivilstand und Staatsangehörigkeit (Kategorie)","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton, Geschlecht, Altersklasse, Zivilstand, Staatsangehörigkeit (Kategorie), Absolut / relativ und Jahr","2022-12-20T08:30:30","Kanton,Geschlecht,Altersklasse,Zivilstand,Staatsangehörigkeit (Kategorie),Absolut / relativ,Jahr"
"px-x-1304030000_133","px-x-1304030000_133.px","SH-FlüStat: Sozialhilfebeziehende im Flüchtlingsbereich nach Kanton, Aufenthaltsstatus, Geschlecht und Altersklasse","SH-FlüStat: Sozialhilfebeziehende im Flüchtlingsbereich nach Kanton, Aufenthaltsstatus, Geschlecht, Altersklasse und Jahr","2022-12-20T08:30:26","Kanton,Aufenthaltsstatus,Geschlecht,Altersklasse,Jahr"
"px-x-1303030000_141","px-x-1303030000_141.px","Bezüger und Leistungen - Laufende Renten am Ende des Geschäftsjahres","Bezüger und Leistungen - Laufende Renten am Ende des Geschäftsjahres nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:32","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1303030000_133","px-x-1303030000_133.px","Betriebsrechnung - Entwicklung Vorsorgekapital und technische Rückstellungen, Versicherungsertrag und -aufwand","Betriebsrechnung - Entwicklung Vorsorgekapital und technische Rückstellungen, Versicherungsertrag und -aufwand nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:32","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1303030000_122","px-x-1303030000_122.px","Schlussbilanz - Aktiven: Kollektive Anlagen","Schlussbilanz - Aktiven: Kollektive Anlagen nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:34","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1304030000_304","px-x-1304030000_304.px","Übersicht: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe und der Sozialhilfe im Asyl- und im Flüchtlingsbereich nach Aufenthaltsstatus und Staatsangehörigkeit","Übersicht: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe und der Sozialhilfe im Asyl- und im Flüchtlingsbereich nach Aufenthaltsstatus, Staatsangehörigkeit und Jahr","2022-12-20T08:30:34","Aufenthaltsstatus,Staatsangehörigkeit,Jahr"
"px-x-1304030000_151","px-x-1304030000_151.px","WSH: Von der wirtschaftlichen Sozialhilfe unterstützte Haushalte nach Kanton und Haushaltstyp","WSH: Von der wirtschaftlichen Sozialhilfe unterstützte Haushalte nach Kanton, Haushaltstyp, Absolut / relativ und Jahr","2022-12-20T08:30:38","Kanton,Haushaltstyp,Absolut / relativ,Jahr"
"px-x-1304030000_302","px-x-1304030000_302.px","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton und Alter","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton, Alter und Jahr","2022-12-20T08:30:40","Kanton,Alter,Jahr"
"px-x-1303030000_151","px-x-1303030000_151.px","Vorsorgeeinrichtungen und Versicherte nach Beitrags- und Leistungsprimat","Vorsorgeeinrichtungen und Versicherte nach Beitrags- und Leistungsprimat nach Beobachtungseinheit, Verwaltungsform, Art der Risikodeckung, Rechtsform, Registrierung VE und Jahr","2022-12-20T08:30:42","Beobachtungseinheit,Verwaltungsform,Art der Risikodeckung,Rechtsform,Registrierung VE,Jahr"
"px-x-1304030000_131","px-x-1304030000_131.px","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe ab 15 Jahren nach Kanton, Geschlecht, Altersklasse, Ausbildung, Erwerbssituation und Staatsangehörigkeit (Kategorie)","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe ab 15 Jahren nach Kanton, Geschlecht, Altersklasse, Ausbildung, Erwerbssituation, Staatsangehörigkeit (Kategorie) und Jahr","2022-12-20T08:30:42","Kanton,Geschlecht,Altersklasse,Ausbildung,Erwerbssituation,Staatsangehörigkeit (Kategorie),Jahr"
"px-x-1304030000_301","px-x-1304030000_301.px","WSH: Abgeschlossene Dossiers der wirtschaftlichen Sozialhilfe nach Kanton, Struktur der Unterstützungseinheit, Bezugsdauer, Beendigungsgrund und Altersklasse","WSH: Abgeschlossene Dossiers der wirtschaftlichen Sozialhilfe nach Kanton, Struktur der Unterstützungseinheit, Bezugsdauer, Beendigungsgrund, Altersklasse und Jahr","2022-12-20T08:30:44","Kanton,Struktur der Unterstützungseinheit,Bezugsdauer,Beendigungsgrund,Altersklasse,Jahr"
"px-x-1304030000_141","px-x-1304030000_141.px","WSH: Dossiers der wirtschaftlichen Sozialhilfe nach Kanton, Struktur der Unterstützungseinheit, Geschlecht, Altersklasse und Staatsangehörigkeit (Kategorie) der antragstellenden Person","WSH: Dossiers der wirtschaftlichen Sozialhilfe nach Kanton, Struktur der Unterstützungseinheit, Geschlecht, Altersklasse, Staatsangehörigkeit (Kategorie) und Jahr","2022-12-20T08:30:46","Kanton,Struktur der Unterstützungseinheit,Geschlecht,Altersklasse,Staatsangehörigkeit (Kategorie),Jahr"
"px-x-1304030000_303","px-x-1304030000_303.px","WSH: Laufende Dossiers der wirtschaftlichen Sozialhilfe nach Kanton, Struktur der Unterstützungseinheit und Bezugsdauer","WSH: Laufende Dossiers der wirtschaftlichen Sozialhilfe nach Kanton, Struktur der Unterstützungseinheit, Bezugsdauer und Jahr","2022-12-20T08:30:52","Kanton,Struktur der Unterstützungseinheit,Bezugsdauer,Jahr"
"px-x-1304030000_202","px-x-1304030000_202.px","ALBV: Dossiers der Alimentenbevorschussung nach Kanton und Struktur der Unterstützungseinheit","ALBV: Dossiers der Alimentenbevorschussung nach Kanton, Struktur der Unterstützungseinheit und Jahr","2022-12-20T08:30:52","Kanton,Struktur der Unterstützungseinheit,Jahr"
"px-x-1304030000_201","px-x-1304030000_201.px","ALBV: von der Alimentenbevorschussung unterstützte Personen nach Kanton, Geschlecht, Zivilstand, Personengruppe und Staatsangehörigkeit (Kategorie)","ALBV: von der Alimentenbevorschussung unterstützte Personen nach Kanton, Geschlecht, Zivilstand, Personengruppe, Staatsangehörigkeit (Kategorie) und Jahr","2022-12-20T08:30:54","Kanton,Geschlecht,Zivilstand,Personengruppe,Staatsangehörigkeit (Kategorie),Jahr"
"px-x-1304030000_306","px-x-1304030000_306.px","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton und Staatsangehörigkeit","WSH: Sozialhilfebeziehende der wirtschaftlichen Sozialhilfe nach Kanton, Staatsangehörigkeit und Jahr","2022-12-20T08:58:22","Kanton,Staatsangehörigkeit,Jahr"
"px-x-1703010000_102","px-x-1703010000_102.px","Volksabstimmungen (Anzahl angenommene und verworfene Abstimmungsvorlagen, nach Typ seit 1848)","Volksabstimmungen (Anzahl angenommene und verworfene Abstimmungsvorlagen, nach Typ seit 1848)","2022-12-23T16:45:42","Kanton,Periode,Abstimmungsvorlage (Typ),Abstimmungsvorlage (angenommen / verworfen)"
"px-x-1703010000_103","px-x-1703010000_103.px","Volksabstimmungen (Anzahl Vorlagen nach Thema seit 1971)","Volksabstimmungen (Anzahl Vorlagen nach Thema seit 1971)","2022-12-23T16:45:42","Periode,Abstimmungsvorlage (Thema)"
"px-x-1703030000_100","px-x-1703030000_100.px","Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)","Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)","2022-12-23T16:45:50","Kanton,Datum und Vorlage,Ergebnis"
"px-x-1703030000_101","px-x-1703030000_101.px","Volksabstimmungen (Ergebnisse Ebene Gemeinde seit 1960)","Volksabstimmungen (Ergebnisse Ebene Gemeinde seit 1960)","2022-12-23T16:45:42","Kanton (-) / Bezirk (>>) / Gemeinde (......),Datum und Vorlage,Ergebnis"
"px-x-0602010000_108","px-x-0602010000_108.px","Institutionelle Einheiten und Beschäftigte nach Kanton, Wirtschaftssektor, öffentlicher/privater Sektor und wirtschaftliche Ausrichtung","Institutionelle Einheiten und Beschäftigte nach Jahr, Kanton, Wirtschaftssektor, Öffentlicher / privater Sektor, Wirtschaftliche Ausrichtung und Beobachtungseinheit","2023-01-25T16:00:12","Jahr,Kanton,Wirtschaftssektor,Öffentlicher / privater Sektor,Wirtschaftliche Ausrichtung,Beobachtungseinheit"
"px-x-1304070000_102","px-x-1304070000_102.px","Leistungen bei Mutterschafts- und Vaterschaftsurlaub nach Leistungsart, Staatsangehörigkeit (Kategorie), Kanton und Geburtsjahr des Kindes","Leistungen bei Mutterschafts- und Vaterschaftsurlaub nach Leistungsart, Staatsangehörigkeit (Kategorie), Kanton und Geburtsjahr des Kindes","2023-01-25T16:35:34","Geburtsjahr Kind,Leistungsart,Staatsangehörigkeit (Kategorie),Kanton,Beobachtungseinheit"
"px-x-0103010200_151","px-x-0103010200_151.px","Binnenwanderung der ständigen Wohnbevölkerung nach Zuzugs- und Wegzugskanton, Staatsangehörigkeit (Kategorie), Geschlecht und Alter","Binnenwanderung der ständigen Wohnbevölkerung nach Jahr, Zuzugskanton, Wegzugskanton, Staatsangehörigkeit (Kategorie), Geschlecht und Alter","2023-01-25T17:23:12","Jahr,Zuzugskanton,Wegzugskanton,Staatsangehörigkeit (Kategorie),Geschlecht,Alter"
"px-x-2105000000_303","px-x-2105000000_303.px","Lebensqualität in den Quartieren der City Statistics Städten: Wohnsituation","Lebensqualität in den Quartieren der City Statistics Städten: Wohnsituation","2023-01-26T08:30:08","Quartier,Indikator zur Wohnsituation,Jahr"
"px-x-2105000000_217","px-x-2105000000_217.px","Grenzüberschreitender City Statistics: Bildung","Grenzüberschreitender City Statistics: Bildung","2023-01-26T08:30:12","Stadt / Agglomeration,Indikator,Absolut / relativ,Resultat,Jahr"
"px-x-2105000000_501","px-x-2105000000_501.px","City Statistics: Ausgewählte Variablen nach Städten und Agglomerationen","City Statistics: Ausgewählte Variablen nach Städten und Agglomerationen","2023-01-26T08:30:14","Stadt / Agglomeration,Variable,Resultat,Jahr"
"px-x-2105000000_215","px-x-2105000000_215.px","Grenzüberschreitender City Statistics: Wirtschaft","Grenzüberschreitender City Statistics: Wirtschaft","2023-01-26T08:30:18","Stadt / Agglomeration,Indikator,Absolut / relativ,Jahr"
"px-x-2105000000_214","px-x-2105000000_214.px","Grenzüberschreitender City Statistics: Arbeitsmarkt","Grenzüberschreitender City Statistics: Arbeitsmarkt","2023-01-26T08:30:22","Stadt / Agglomeration,Indikator,Geschlecht,Resultat,Jahr"
"px-x-2105000000_216","px-x-2105000000_216.px","Grenzüberschreitender City Statistics: Mobilität, Tourismus","Grenzüberschreitender City Statistics: Mobilität, Tourismus","2023-01-26T08:30:24","Stadt / Agglomeration,Indikator,Jahr"
"px-x-2105000000_212","px-x-2105000000_212.px","Grenzüberschreitender City Statistics: Wohnen","Grenzüberschreitender City Statistics: Wohnen","2023-01-26T08:30:26","Stadt / Agglomeration,Indikator,Absolut / relativ,Jahr"
"px-x-2105000000_211","px-x-2105000000_211.px","Grenzüberschreitender City Statistics: Demografie","Grenzüberschreitender City Statistics: Demografie","2023-01-26T08:30:30","Stadt / Agglomeration,Indikator,Jahr"
"px-x-2105000000_302","px-x-2105000000_302.px","Lebensqualität in den Quartieren der City Statistics Städten: Demografischer Kontext","Lebensqualität in den Quartieren der City Statistics Städten: Demografischer Kontext","2023-01-26T08:30:34","Quartier,Demografischer Indikator,Jahr"
"px-x-2105000000_213","px-x-2105000000_213.px","Grenzüberschreitender City Statistics: Gesundheit","Grenzüberschreitender City Statistics: Gesundheit","2023-01-26T08:30:36","Stadt / Agglomeration,Indikator,Geschlecht,Jahr"
"px-x-1103020100_105","px-x-1103020100_105.px","Bestand der Personenwagen nach technischen Merkmalen, ab 2005","Bestand der Personenwagen nach Kanton, Jahr der 1. Inverkehrsetzung, Treibstoff, Hubraum, Antrieb und Jahr","2023-01-31T08:30:10","Kanton,Jahr der 1. Inverkehrsetzung,Treibstoff,Hubraum,Antrieb,Jahr"
"px-x-1103020100_138","px-x-1103020100_138.px","Bestand der Sachentransportfahrzeuge nach Marke und Kanton, ab 2005","Bestand der Sachentransportfahrzeuge nach Marke, Kanton, Zulässiges Gesamtgewicht und Jahr","2023-01-31T08:30:12","Marke,Kanton,Zulässiges Gesamtgewicht,Jahr"
"px-x-1103020200_200","px-x-1103020200_200.px","Neue Inverkehrsetzungen von Personenwagen nach technischen Merkmalen","Neue Inverkehrsetzungen von Personenwagen nach Kanton, Karosserie, Treibstoff, Hubraum, Leistung, Antrieb und Jahr","2023-01-31T08:30:12","Kanton,Karosserie,Treibstoff,Hubraum,Leistung,Antrieb,Jahr"
"px-x-1103020100_104","px-x-1103020100_104.px","Bestand der Personenwagen nach technischen Merkmalen, ab 1990","Bestand der Personenwagen nach Kanton, Karosserie, Anzahl Sitzplätze, Treibstoff, Hubraum, Antrieb und Jahr","2023-01-31T08:30:34","Kanton,Karosserie,Anzahl Sitzplätze,Treibstoff,Hubraum,Antrieb,Jahr"
"px-x-1103020100_175","px-x-1103020100_175.px","Bestand der Strassenfahrzeug-Anhänger nach technischen Merkmalen, ab 2005","Bestand der Strassenfahrzeug-Anhänger nach Kanton, Jahr der 1. Inverkehrsetzung, Fahrzeugart, Fahrzeugklasse nach EU, Anzahl Achsen, Zulässiges Gesamtgewicht, Zulässige Nutzlast und Jahr","2023-01-31T08:30:14","Kanton,Jahr der 1. Inverkehrsetzung,Fahrzeugart,Fahrzeugklasse nach EU,Anzahl Achsen,Zulässiges Gesamtgewicht,Zulässige Nutzlast,Jahr"
"px-x-1103020200_203","px-x-1103020200_203.px","Neue Inverkehrsetzungen von Sachentransportfahrzeugen nach technischen Merkmalen und Emissionsklasse","Neue Inverkehrsetzungen von Sachentransportfahrzeugen nach Kanton, Fahrzeugart, Karosserie, Fahrzeugklasse nach EU, Zulässiges Gesamtgewicht, Treibstoff, Emissionsklasse nach EU und Jahr","2023-01-31T08:30:36","Kanton,Fahrzeugart,Karosserie,Fahrzeugklasse nach EU,Zulässiges Gesamtgewicht,Treibstoff,Emissionsklasse nach EU,Jahr"
"px-x-1103020200_205","px-x-1103020200_205.px","Neue Inverkehrsetzungen von Industriefahrzeugen nach technischen Merkmalen und Emissionsklasse","Neue Inverkehrsetzungen von Industriefahrzeugen nach Kanton, Fahrzeugart, Zulässiges Gesamtgewicht, Treibstoff, Leistung, Emissionsklasse nach EU und Jahr","2023-01-31T08:30:38","Kanton,Fahrzeugart,Zulässiges Gesamtgewicht,Treibstoff,Leistung,Emissionsklasse nach EU,Jahr"
"px-x-1103020100_143","px-x-1103020100_143.px","Bestand der Landwirtschaftsfahrzeuge nach technischen Merkmalen, ab 1990","Bestand der Landwirtschaftsfahrzeuge nach Kanton, Fahrzeugart, Anzahl Achsen, Zulässiges Gesamtgewicht, Treibstoff, Hubraum, Antrieb und Jahr","2023-01-31T08:30:48","Kanton,Fahrzeugart,Anzahl Achsen,Zulässiges Gesamtgewicht,Treibstoff,Hubraum,Antrieb,Jahr"
"px-x-1103020100_135","px-x-1103020100_135.px","Bestand der Sachentransportfahrzeuge nach technischen Merkmalen und Emissionen, ab 2005","Bestand der Sachentransportfahrzeuge nach Kanton, Jahr der 1. Inverkehrsetzung, Fahrzeugart, Treibstoff, Leistung, Emissionsklasse nach EU, Partikelfilter und Jahr","2023-01-31T08:30:38","Kanton,Jahr der 1. Inverkehrsetzung,Fahrzeugart,Treibstoff,Leistung,Emissionsklasse nach EU,Partikelfilter,Jahr"
"px-x-1103020100_106","px-x-1103020100_106.px","Bestand der Personenwagen nach Emissionen, ab 2005","Bestand der Personenwagen nach Kanton, Treibstoff, Leistung, Emissionsklasse nach EU, CO2-Emissionen pro km (NEFZ), Partikelfilter und Jahr","2023-01-31T08:30:50","Kanton,Treibstoff,Leistung,Emissionsklasse nach EU,CO2-Emissionen pro km (NEFZ),Partikelfilter,Jahr"
"px-x-1103020100_167","px-x-1103020100_167.px","Bestand der Motorräder nach Marke und Jahr der 1. Inverkehrsetzung, ab 2005","Bestand der Motorräder nach Marke, Jahr der 1. Inverkehrsetzung und Jahr","2023-01-31T08:30:52","Marke,Jahr der 1. Inverkehrsetzung,Jahr"
"px-x-1103020100_168","px-x-1103020100_168.px","Bestand der Motorräder nach Marke und Kanton, ab 2005","Bestand der Motorräder nach Marke, Kanton und Jahr","2023-01-31T08:30:52","Marke,Kanton,Jahr"
"px-x-1103020100_133","px-x-1103020100_133.px","Bestand der Sachentransportfahrzeuge nach technischen Merkmalen, ab 1990","Bestand der Sachentransportfahrzeuge nach Kanton, Fahrzeugart, Karosserie, Fahrzeugklasse nach EU, Zulässiges Gesamtgewicht, Treibstoff, Antrieb und Jahr","2023-01-31T08:30:52","Kanton,Fahrzeugart,Karosserie,Fahrzeugklasse nach EU,Zulässiges Gesamtgewicht,Treibstoff,Antrieb,Jahr"
"px-x-1103020200_201","px-x-1103020200_201.px","Neue Inverkehrsetzungen von Personenwagen nach Emissionen","Neue Inverkehrsetzungen von Personenwagen nach Kanton, Treibstoff, Leistung, Emissionsklasse nach EU, CO2-Emissionen pro km (NEFZ/WLTP) und Jahr","2023-01-31T08:30:54","Kanton,Treibstoff,Leistung,Emissionsklasse nach EU,CO2-Emissionen pro km (NEFZ/WLTP),Jahr"
"px-x-1103020100_165","px-x-1103020100_165.px","Bestand der Motorräder nach technischen Merkmalen und Emissionen, ab 2005","Bestand der Motorräder nach Kanton, Jahr der 1. Inverkehrsetzung, Fahrzeugart, Treibstoff, Leistung, Emissionsklasse nach EU und Jahr","2023-01-31T08:30:56","Kanton,Jahr der 1. Inverkehrsetzung,Fahrzeugart,Treibstoff,Leistung,Emissionsklasse nach EU,Jahr"
"px-x-1103020100_123","px-x-1103020100_123.px","Bestand der Personentransportfahrzeuge nach technischen Merkmalen, ab 1990","Bestand der Personentransportfahrzeuge nach Kanton, Fahrzeugart, Karosserie, Fahrzeugklasse nach EU, Anzahl Sitzplätze, Anzahl Stehplätze, Treibstoff, Antrieb und Jahr","2023-01-31T08:31:04","Kanton,Fahrzeugart,Karosserie,Fahrzeugklasse nach EU,Anzahl Sitzplätze,Anzahl Stehplätze,Treibstoff,Antrieb,Jahr"
"px-x-1103020200_212","px-x-1103020200_212.px","Neue Inverkehrsetzungen von Sachentransportfahrzeugen nach Marke","Neue Inverkehrsetzungen von Sachentransportfahrzeugen nach Marke, Kanton, Zulässiges Gesamtgewicht und Jahr","2023-01-31T08:31:08","Marke,Kanton,Zulässiges Gesamtgewicht,Jahr"
"px-x-1103020100_108","px-x-1103020100_108.px","Bestand der Personenwagen nach Marke und Jahr der 1. Inverkehrsetzung, ab 2005","Bestand der Personenwagen nach Marke, Jahr der 1. Inverkehrsetzung und Jahr","2023-01-31T08:31:10","Marke,Jahr der 1. Inverkehrsetzung,Jahr"
"px-x-1103020100_125","px-x-1103020100_125.px","Bestand der Personentransportfahrzeuge nach technischen Merkmalen und Emissionen, ab 2005","Bestand der Personentransportfahrzeuge nach Kanton, Jahr der 1. Inverkehrsetzung, Fahrzeugart, Karosserie, Treibstoff, Emissionsklasse nach EU, Partikelfilter und Jahr","2023-01-31T08:31:10","Kanton,Jahr der 1. Inverkehrsetzung,Fahrzeugart,Karosserie,Treibstoff,Emissionsklasse nach EU,Partikelfilter,Jahr"
"px-x-1103020100_101","px-x-1103020100_101.px","Bestand der Strassenfahrzeuge nach Fahrzeuggruppe und Fahrzeugart, ab 1990","Bestand der Strassenfahrzeuge nach Kanton, Fahrzeuggruppe / -art, Jahr der 1. Inverkehrsetzung, Treibstoff und Jahr","2023-01-31T08:31:24","Kanton,Fahrzeuggruppe / -art,Jahr der 1. Inverkehrsetzung,Treibstoff,Jahr"
"px-x-1103020100_155","px-x-1103020100_155.px","Bestand der Industriefahrzeuge nach technischen Merkmalen und Emissionen, ab 2005","Bestand der Industriefahrzeuge nach Kanton, Jahr der 1. Inverkehrsetzung, Fahrzeugart, Treibstoff, Leistung, Emissionsklasse nach EU, Partikelfilter und Jahr","2023-01-31T08:31:14","Kanton,Jahr der 1. Inverkehrsetzung,Fahrzeugart,Treibstoff,Leistung,Emissionsklasse nach EU,Partikelfilter,Jahr"
"px-x-1103020100_153","px-x-1103020100_153.px","Bestand der Industriefahrzeuge nach technischen Merkmalen, ab 1990","Bestand der Industriefahrzeuge nach Kanton, Fahrzeugart, Anzahl Achsen, Zulässiges Gesamtgewicht, Treibstoff, Hubraum, Antrieb und Jahr","2023-01-31T08:31:26","Kanton,Fahrzeugart,Anzahl Achsen,Zulässiges Gesamtgewicht,Treibstoff,Hubraum,Antrieb,Jahr"
"px-x-1103020200_121","px-x-1103020200_121.px","Neue Inverkehrsetzungen von Strassenfahrzeugen nach Gemeinde","Neue Inverkehrsetzungen von Strassenfahrzeugen nach Gemeinde, Fahrzeuggruppe, Treibstoff und Jahr","2023-01-31T08:31:28","Gemeinde,Fahrzeuggruppe,Treibstoff,Jahr"
"px-x-1103020200_202","px-x-1103020200_202.px","Neue Inverkehrsetzungen von Personentransportfahrzeugen nach technischen Merkmalen und Emissionsklasse","Neue Inverkehrsetzungen von Personentransportfahrzeugen nach Kanton, Fahrzeugart, Karosserie, Fahrzeugklasse nach EU, Anzahl Sitzplätze, Anzahl Stehplätze, Treibstoff, Emissionsklasse nach EU und Jahr","2023-01-31T08:31:30","Kanton,Fahrzeugart,Karosserie,Fahrzeugklasse nach EU,Anzahl Sitzplätze,Anzahl Stehplätze,Treibstoff,Emissionsklasse nach EU,Jahr"
"px-x-1103020100_109","px-x-1103020100_109.px","Bestand der Personenwagen nach Marke und Kanton, ab 2005","Bestand der Personenwagen nach Marke, Kanton und Jahr","2023-01-31T08:31:40","Marke,Kanton,Jahr"
"px-x-1103020200_211","px-x-1103020200_211.px","Neue Inverkehrsetzungen von Personenwagen nach Marke","Neue Inverkehrsetzungen von Personenwagen nach Marke, Kanton und Jahr","2023-01-31T08:31:40","Marke,Kanton,Jahr"
"px-x-1103020200_204","px-x-1103020200_204.px","Neue Inverkehrsetzungen von Landwirtschaftsfahrzeugen nach technischen Merkmalen und Emissionsklasse","Neue Inverkehrsetzungen von Landwirtschaftsfahrzeugen nach Kanton, Fahrzeugart, Zulässiges Gesamtgewicht, Treibstoff, Leistung, Emissionsklasse nach EU und Jahr","2023-01-31T08:31:42","Kanton,Fahrzeugart,Zulässiges Gesamtgewicht,Treibstoff,Leistung,Emissionsklasse nach EU,Jahr"
"px-x-1103020100_145","px-x-1103020100_145.px","Bestand der Landwirtschaftsfahrzeuge nach technischen Merkmalen und Emissionen, ab 2005","Bestand der Landwirtschaftsfahrzeuge nach Kanton, Jahr der 1. Inverkehrsetzung, Fahrzeugart, Treibstoff, Leistung, Emissionsklasse nach EU, Partikelfilter und Jahr","2023-01-31T08:31:42","Kanton,Jahr der 1. Inverkehrsetzung,Fahrzeugart,Treibstoff,Leistung,Emissionsklasse nach EU,Partikelfilter,Jahr"
"px-x-1103020100_111","px-x-1103020100_111.px","Bestand der Strassenfahrzeuge nach Gemeinde, ab 2010","Bestand der Strassenfahrzeuge nach Gemeinde, Fahrzeuggruppe, Treibstoff und Jahr","2023-01-31T08:32:06","Gemeinde,Fahrzeuggruppe,Treibstoff,Jahr"
"px-x-1103020200_206","px-x-1103020200_206.px","Neue Inverkehrsetzungen von Motorrädern nach technischen Merkmalen und Emissionsklasse","Neue Inverkehrsetzungen von Motorrädern nach Kanton, Fahrzeugart, Karosserie, Treibstoff, Hubraum, Leistung, Emissionsklasse nach EU und Jahr","2023-01-31T08:31:52","Kanton,Fahrzeugart,Karosserie,Treibstoff,Hubraum,Leistung,Emissionsklasse nach EU,Jahr"
"px-x-1103020100_163","px-x-1103020100_163.px","Bestand der Motorräder nach technischen Merkmalen, ab 1990","Bestand der Motorräder nach Kanton, Fahrzeugart, Karosserie, Hubraum, Treibstoff und Jahr","2023-01-31T08:32:06","Kanton,Fahrzeugart,Karosserie,Hubraum,Treibstoff,Jahr"
